datetime,sum_amount,avg_amount_per_user,anomaly
2017-05-16 00:10:00,26.32394165518092,16.474923125001748,False
2017-05-16 00:40:00,25.36304992313117,15.325484330166157,False
2017-05-16 01:10:00,25.443191885182298,11.128037943955361,False
2017-05-16 01:40:00,26.149406902271938,10.833379581391029,False
2017-05-16 02:10:00,25.80157958268385,10.858454794360291,False
2017-05-16 02:40:00,25.562209819137088,11.005859351731234,False
2017-05-16 03:10:00,26.992502440510055,12.942880586243458,False
2017-05-16 03:40:00,26.93720527093429,13.464663371211138,False
2017-05-16 04:10:00,25.61067589754804,11.898842032352707,False
2017-05-16 04:40:00,26.263556633642693,12.73811545964831,False
2017-05-16 05:10:00,25.39719981556782,12.666364918454997,False
2017-05-16 05:40:00,25.38091361371118,12.042849054377855,False
2017-05-16 06:10:00,25.47318083504975,12.257638122139623,False
2017-05-16 06:40:00,24.377599321267613,11.1747226478017,False
2017-05-16 07:10:00,25.487674388443946,12.317074665609987,False
2017-05-16 07:40:00,25.986338415863678,12.38137669026938,False
2017-05-16 08:10:00,26.77527358634391,12.665930918011892,False
2017-05-16 08:40:00,25.91268324479215,12.164310540964014,False
2017-05-16 09:10:00,25.470468865341154,11.925420043429902,False
2017-05-16 09:40:00,27.081897503964658,14.703859217958986,False
2017-05-16 10:10:00,25.338352862830543,13.54925216919054,False
2017-05-16 10:40:00,25.079465993496697,11.363074399120011,False
2017-05-16 11:10:00,26.14946135129849,12.209424581563297,False
2017-05-16 11:40:00,25.62283896633079,9.731834693092422,False
2017-05-16 12:10:00,26.32168068308337,8.525391623015059,False
2017-05-16 12:40:00,25.353066993697272,7.616737853081611,False
2017-05-16 13:10:00,25.347987997670252,7.856609474002968,False
2017-05-16 13:40:00,25.429617789001213,13.100772700021942,False
2017-05-16 14:10:00,25.55438627517296,13.676519134287426,False
2017-05-16 14:40:00,26.203321154506078,12.882548366546786,False
2017-05-16 15:10:00,26.66987266396292,13.179519630496053,False
2017-05-16 15:40:00,27.73876671968507,14.287113639196324,False
2017-05-16 16:10:00,26.520077944265257,13.094178656944695,False
2017-05-16 16:40:00,25.27783917488094,11.025957755796087,False
2017-05-16 17:10:00,25.684375730566348,11.162311590946397,False
2017-05-16 17:40:00,26.511865311972016,12.57958769083763,False
2017-05-16 18:10:00,27.472565379057745,13.487499432672399,False
2017-05-16 18:40:00,28.22418593806205,14.330786142290892,False
2017-05-16 19:10:00,27.50047882871785,13.815780647309849,False
2017-05-16 19:40:00,26.79433773359846,13.654519682168182,False
2017-05-16 20:10:00,27.72632436892932,14.807144335500967,False
2017-05-16 20:40:00,27.020675996888336,14.344059648790976,False
2017-05-16 21:10:00,27.130550676631994,14.299448885327967,False
2017-05-16 21:40:00,27.126994366493932,13.814827049211194,False
2017-05-16 22:10:00,26.154307159465617,12.479662547712824,False
2017-05-16 22:40:00,26.84533876221039,12.929059797525998,False
2017-05-16 23:10:00,27.015383299204913,13.006097771068982,False
2017-05-16 23:40:00,27.638034198333813,12.974540322877324,False
2017-05-17 00:10:00,27.171209749079452,11.124077792105648,False
2017-05-17 00:40:00,26.995747987476353,11.129557101809715,False
2017-05-17 01:10:00,25.702277179348076,10.585721342136098,False
2017-05-17 01:40:00,25.950767832810076,11.299919865156856,False
2017-05-17 02:10:00,26.191012488541958,12.381973140992482,False
2017-05-17 02:40:00,25.820523324214435,12.21292211883678,False
2017-05-17 03:10:00,27.57340893931056,14.207548079643203,False
2017-05-17 03:40:00,26.841328091186686,13.741989935943783,False
2017-05-17 04:10:00,26.25592687870636,13.219410434251941,False
2017-05-17 04:40:00,26.39762380414577,13.725960271526615,False
2017-05-17 05:10:00,26.457059340728865,13.594949769829075,False
2017-05-17 05:40:00,25.244459241499722,12.611922882126189,False
2017-05-17 06:10:00,25.998178882623737,13.933218241248962,False
2017-05-17 06:40:00,25.577936919032247,13.476392217213986,False
2017-05-17 07:10:00,25.706702862299867,13.541820007618217,False
2017-05-17 07:40:00,25.790687105226475,12.693745703362529,False
2017-05-17 08:10:00,26.076867655865005,12.052913504303026,False
2017-05-17 08:40:00,27.118586912129864,13.468971868245786,False
2017-05-17 09:10:00,26.610432428920763,13.524271129755336,False
2017-05-17 09:40:00,26.024978727400168,13.732497579741482,False
2017-05-17 10:10:00,26.39143926100685,14.963526244328621,False
2017-05-17 10:40:00,27.197903322466114,14.645541566003027,False
2017-05-17 11:10:00,24.905378320494584,13.209917901290275,False
2017-05-17 11:40:00,25.478543772462217,13.877187863416358,False
2017-05-17 12:10:00,26.107102674437755,12.778214417274706,False
2017-05-17 12:40:00,26.583168719140144,13.237773218487428,False
2017-05-17 13:10:00,26.04669723539916,12.72274913313485,False
2017-05-17 13:40:00,26.2902157973424,14.106107434046326,False
2017-05-17 14:10:00,26.53806797497237,14.772511408034122,False
2017-05-17 14:40:00,27.636119232645825,14.702552981135316,False
2017-05-17 15:10:00,27.09610787028486,14.111192801777596,False
2017-05-17 15:40:00,26.24777183196092,13.302408673062185,False
2017-05-17 16:10:00,25.973827050817444,12.896451017968756,False
2017-05-17 16:40:00,26.494076928310687,12.332131843455889,False
2017-05-17 17:10:00,27.696302243174546,12.994941187414122,False
2017-05-17 17:40:00,26.47447349791397,12.564266861251456,False
2017-05-17 18:10:00,26.311311360289235,12.876297910163117,False
2017-05-17 18:40:00,27.744764298489695,14.464012603933611,False
2017-05-17 19:10:00,27.378744776232402,14.515279981412162,False
2017-05-17 19:40:00,27.144573498505462,14.611465801324504,False
2017-05-17 20:10:00,26.68732908050533,14.192152694721909,False
2017-05-17 20:40:00,27.424386814071543,14.800738639608149,False
2017-05-17 21:10:00,26.841868740507003,14.000018418955147,False
2017-05-17 21:40:00,27.962891803555124,14.5210983034125,False
2017-05-17 22:10:00,26.327154864582248,12.666479276670087,False
2017-05-17 22:40:00,25.531893917807277,11.668718304682667,False
2017-05-17 23:10:00,25.73203402942329,11.798163621629895,False
2017-05-17 23:40:00,27.951664262900525,13.699770244141018,False
2017-05-18 00:10:00,26.26649526875295,11.463951731518621,False
2017-05-18 00:40:00,26.510247676138288,11.896803995011364,False
2017-05-18 01:10:00,26.6596011960142,12.092173141657097,False
2017-05-18 01:40:00,26.829502615046636,12.336277640911879,False
2017-05-18 02:10:00,26.025583366986606,11.688031776761633,False
2017-05-18 02:40:00,26.274224252715033,12.304500237414693,False
2017-05-18 03:10:00,27.525054066970586,13.880038897341445,False
2017-05-18 03:40:00,26.795195120333357,13.239118165849318,False
2017-05-18 04:10:00,27.006604845551127,13.571242408177401,False
2017-05-18 04:40:00,27.02609010414201,13.589185315283054,False
2017-05-18 05:10:00,26.38093568583642,12.696794911007588,False
2017-05-18 05:40:00,26.253881419815475,12.58720274914906,False
2017-05-18 06:10:00,25.559851020639417,12.349463894247904,False
2017-05-18 06:40:00,25.97748212668573,12.832621077469822,False
2017-05-18 07:10:00,25.504505964737543,13.41793018948216,False
2017-05-18 07:40:00,25.956345557985266,13.274186443991022,False
2017-05-18 08:10:00,25.77171696248273,12.575188357369544,False
2017-05-18 08:40:00,27.220537343040352,14.449109207582133,False
2017-05-18 09:10:00,27.234377505256646,15.466698993016847,False
2017-05-18 09:40:00,26.310690189519782,14.589875122402333,False
2017-05-18 10:10:00,25.82262156469224,14.373051423520707,False
2017-05-18 10:40:00,27.713105390576157,16.25364378751249,False
2017-05-18 11:10:00,26.672262614084545,15.32403905044919,False
2017-05-18 11:40:00,25.83847875433432,14.384101293676071,False
2017-05-18 12:10:00,26.519956321445438,15.189697059006704,False
2017-05-18 12:40:00,27.138650520292227,15.686439270459713,False
2017-05-18 13:10:00,27.471367628454598,16.13327846490593,False
2017-05-18 13:40:00,27.279944524238708,15.825316552003901,False
2017-05-18 14:10:00,26.594082422026773,15.250977822809396,False
